Dimensões	Hyperlink	Indicadores	marearo	Periodicidade	Tipos De Agregados	Unidades	Variaveis/Tipo	Anos	Valores
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2006	32017
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2007	7406
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2007	14744
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2007	23257
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2007	34220
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2008	9086
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2008	17605
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2008	27095
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2008	38163
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2009	8127
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2009	17203
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2009	26087
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2009	37522
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2010	7980
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2010	16554
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2010	26461
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2010	39679
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2011	8662
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2011	17428
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2011	27655
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2011	37915
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2012	8426
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2012	16415
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2012	24729
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2012	36688
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2013	8689
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2013	16779
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2013	25834
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2013	37716
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2014	8207
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2014	16256
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2014	25040
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2014	35406
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2015	9427
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2015	19262
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2015	28498
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2015	41826
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2016	9929
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2016	19527
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2016	29887
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2016	43220
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2017	11711
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2017	22356
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2017	35083
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2017	49388
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2018	11769
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2018	23626
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2018	36154
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2018	51857
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2019	11891
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2019	25094
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2019	37803
Receitas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2019	57389
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2004	3915
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2004	10666
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2004	17393
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2004	26853
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2005	5526
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2005	13539
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2005	22344
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2005	31910
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2006	7542
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2006	14843
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2006	24140
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2006	36166
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2007	8486
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2007	15749
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2007	24590
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2007	37208
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2008	6875
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2008	16666
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2008	28023
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2008	41768
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2009	7717
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2009	18353
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2009	28457
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2009	45427
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2010	8719
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2010	21441
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2010	35544
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2010	54313
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2011	10552
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2011	21100
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2011	33234
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2011	49311
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2012	10162
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2012	22661
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2012	35058
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2012	55289
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2013	10213
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2013	21168
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2013	32595
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2013	52039
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2014	9778
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2014	20620
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2014	32928
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2014	47098
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2015	9967
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2015	22126
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2015	33414
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2015	48168
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		1 T	Governo Central	Milhões de Escudos	Preço Corrente	2016	10406
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		2 T	Governo Central	Milhões de Escudos	Preço Corrente	2016	22645
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		3 T	Governo Central	Milhões de Escudos	Preço Corrente	2016	33541
Despesas do Estado	www.ine.cv/sief	Finanças Públicas		4 T	Governo Central	Milhões de Escudos	Preço Corrente	2016	49056
